"date","analysis_date","filename","specimen_label","max_load","dist_max","median","variance","num_threads_used","single_breaks","multiple_break_groups","total_thread_breaks","QC_flag","b1","b2","b3","b4","b5","b6","b7","b8"
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_7.csv","15AG_19","0.22100",0.226046602749447,0.14949,0.1097712567114,2,2,0,2,1,2,0,0,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_5.csv","","1.49282",9999,9999,9999,0,2,0,2,1,2,0,0,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_7.csv","63G_","2.39940",0.124210581399257,0.14108,0.109750108228243,36,31,5,43,0,31,3,2,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_8.csv","63G21","0.01685",0.119861768743794,0.14649,0.111189197938191,37,31,6,44,0,31,5,1,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_1.csv","20AG60","0.05133",0.119861768743794,0.14649,0.111189197938191,37,31,6,44,0,31,5,1,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_2.csv","20AG60","1.40394",0.204291462673932,0.20925,0.0690535142031853,7,7,0,7,0,7,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_3.csv","20AG59","0.54546",0.173898164642648,0.16539,0.085309701675718,7,7,0,7,0,7,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_4.csv","20AG64U","0.26425",0.112249758494889,0.182785,0.101137482913112,2,2,0,2,1,2,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_5.csv","20BT61","0.31734",0.0975778768546542,0.134405,0.113178570306691,6,4,2,8,1,4,2,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_7.csv","20BT63.2.r2","0.05861",0.0509984183117594,0.046565,0.00635688996286707,2,2,0,2,1,2,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_8.csv","20BT60","0.35281",0.162316261803893,0.16035,0.075202795958661,5,5,0,5,0,5,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_9.csv","20BT57","0.48450",0.0801432855237701,0.10422,0.0899573514723981,8,6,2,10,0,6,2,0,0,0,0,0,0
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_1.csv","6DG_44","0.70196",0.087223449423443,0.124495,0.112879360309707,8,7,1,10,0,7,0,1,0,0,0,0,0
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_5.csv","15BT_21","0.21588",0.0550902595580635,0.06053,0.108286179635261,3,2,1,5,1,2,0,1,0,0,0,0,0
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_6.csv","15BT_19","0.60469",0.13599338472604,0.14025,0.0751765819630091,13,13,0,13,0,13,0,0,0,0,0,0,0
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_7.csv","15AG_19","0.22100",0.226046602749447,0.14949,0.1097712567114,2,2,0,2,1,2,0,0,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_5.csv","","1.49282",9999,9999,9999,0,2,0,2,1,2,0,0,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_7.csv","63G_","2.39940",0.124210581399257,0.14108,0.109750108228243,36,31,5,43,0,31,3,2,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_8.csv","63G21","0.01685",0.119861768743794,0.14649,0.111189197938191,37,31,6,44,0,31,5,1,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_5.csv","","1.49282",9999,9999,9999,0,31,6,44,1,31,5,1,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_7.csv","63G_","2.39940",0.124210581399257,0.14108,0.109750108228243,36,31,5,43,0,31,3,2,0,0,0,0,0
"11/4/2016",2019-04-10 17:01:18,"PV_161104Specimen_RawData_8.csv","63G21","0.01685",0.119861768743794,0.14649,0.111189197938191,37,31,6,44,0,31,5,1,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_1.csv","20AG60","0.05133",0.119861768743794,0.14649,0.111189197938191,37,31,6,44,0,31,5,1,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_2.csv","20AG60","1.40394",0.204291462673932,0.20925,0.0690535142031853,7,7,0,7,0,7,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_3.csv","20AG59","0.54546",0.173898164642648,0.16539,0.085309701675718,7,7,0,7,0,7,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_4.csv","20AG64U","0.26425",0.112249758494889,0.182785,0.101137482913112,2,2,0,2,1,2,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_5.csv","20BT61","0.31734",0.0975778768546542,0.134405,0.113178570306691,6,4,2,8,1,4,2,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_7.csv","20BT63.2.r2","0.05861",0.0509984183117594,0.046565,0.00635688996286707,2,2,0,2,1,2,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_8.csv","20BT60","0.35281",0.162316261803893,0.16035,0.075202795958661,5,5,0,5,0,5,0,0,0,0,0,0,0
"11/14/2016",2019-04-10 17:01:18,"PV_161114Specimen_RawData_9.csv","20BT57","0.48450",0.0801432855237701,0.10422,0.0899573514723981,8,6,2,10,0,6,2,0,0,0,0,0,0
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_1.csv","6DG_44","0.70196",0.087223449423443,0.124495,0.112879360309707,8,7,1,10,0,7,0,1,0,0,0,0,0
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_5.csv","15BT_21","0.21588",0.0550902595580635,0.06053,0.108286179635261,3,2,1,5,1,2,0,1,0,0,0,0,0
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_6.csv","15BT_19","0.60469",0.13599338472604,0.14025,0.0751765819630091,13,13,0,13,0,13,0,0,0,0,0,0,0
"12/16/2016",2019-04-10 17:01:18,"PV_161216Specimen_RawData_7.csv","15AG_19","0.22100",0.226046602749447,0.14949,0.1097712567114,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/17/2016",2019-04-10 17:01:18,"PV_161217Specimen_RawData_2.csv","6CT_42","0.30066",0.0698364149771368,0.09142,0.134912296079095,3,2,1,5,1,2,0,1,0,0,0,0,0
"12/17/2016",2019-04-10 17:01:18,"PV_161217Specimen_RawData_3.csv","6CT_43","0.38913",0.083761127672379,0.106965,0.0903062623105397,8,7,1,10,0,7,0,1,0,0,0,0,0
"12/17/2016",2019-04-10 17:01:18,"PV_161217Specimen_RawData_4.csv","6CT_43_run2","0.34031",0.0914863497529155,0.09134,0.0362917876385278,5,5,0,5,0,5,0,0,0,0,0,0,0
"12/17/2016",2019-04-10 17:01:18,"PV_161217Specimen_RawData_5.csv","15CG_17","0.12803",0.0567339451221823,0.06308,0.0186250825501526,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/17/2016",2019-04-10 17:01:18,"PV_161217Specimen_RawData_7.csv","15CG_21_run2","0.15933",0.0755189229346532,0.0845,0.0515960602501134,3,2,1,4,1,2,1,0,0,0,0,0,0
"12/18/2016",2019-04-10 17:01:18,"PV_161218_2Specimen_RawData_1.csv","16CT_30","0.20278",0.117302850690591,0.10803,0.0312304269846388,8,8,0,8,0,8,0,0,0,0,0,0,0
"12/18/2016",2019-04-10 17:01:18,"PV_161218_2Specimen_RawData_5.csv","16DG_31_run2","0.05678",9999,9999,9999,0,8,0,8,1,8,0,0,0,0,0,0,0
"12/18/2016",2019-04-10 17:01:18,"PV_161218_2Specimen_RawData_6.csv","16DG_25","0.05567",9999,9999,9999,0,8,0,8,1,8,0,0,0,0,0,0,0
"12/18/2016",2019-04-10 17:01:18,"PV_161218_2Specimen_RawData_7.csv","16BG_30","0.63762",0.0974893119567105,0.128305,0.1013132626834,10,8,2,12,0,8,2,0,0,0,0,0,0
"12/18/2016",2019-04-10 17:01:18,"PV_161218_2Specimen_RawData_8.csv","16BG_29","0.30305",0.0728008547990982,0.06885,0.0149547194334542,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/18/2016",2019-04-10 17:01:18,"PV_161218Specimen_RawData_6.csv","17AT_40","0.55607",0.0824053877007083,0.10541,0.109854570619658,17,13,4,24,0,13,1,3,0,0,0,0,0
"12/18/2016",2019-04-10 17:01:18,"PV_161218Specimen_RawData_9.csv","16CT_29_run2","0.16028",0.0812519777789677,0.12315,0.0600757921296091,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/21/2016",2019-04-10 17:01:18,"PV_161221_1Specimen_RawData_10.csv","24BG_96","0.59025",0.112066336984147,0.13151,0.0868886351090355,10,9,1,11,0,9,1,0,0,0,0,0,0
"12/21/2016",2019-04-10 17:01:18,"PV_161221_1Specimen_RawData_2.csv","23DGG_81","0.23561",0.100827662055665,0.10198,0.0354170992601032,5,5,0,5,0,5,0,0,0,0,0,0,0
"12/21/2016",2019-04-10 17:01:18,"PV_161221_1Specimen_RawData_5.csv","23DG_86","0.30989",0.073959138527053,0.085295,0.0843255845913129,6,4,2,8,1,4,2,0,0,0,0,0,0
"12/21/2016",2019-04-10 17:01:18,"PV_161221_1Specimen_RawData_6.csv","24BG_94","0.28789",0.107076854345214,0.11455,0.0695248321944517,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/21/2016",2019-04-10 17:01:18,"PV_161221_2Specimen_RawData_1.csv","24T_89","0.18898",0.0622875199917924,0.0708,0.0481588991430106,4,3,1,5,1,3,1,0,0,0,0,0,0
"12/21/2016",2019-04-10 17:01:18,"PV_161221_2Specimen_RawData_2.csv","24T_90","1.06486",0.124047650400379,0.116565,0.0549266374357652,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_2Specimen_RawData_1.csv","17BG_38","1.53654",0.104183401338947,0.1289,0.0929559892410891,20,16,4,24,0,16,4,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_2Specimen_RawData_10.csv","21DG_71","0.74697",0.163842855773192,0.163925,0.0973323906873918,14,13,1,15,0,13,1,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_2Specimen_RawData_2.csv","21AT_70","0.31666",0.102089416851542,0.11013,0.0487652197210721,10,9,1,11,0,9,1,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_2Specimen_RawData_3.csv","21AT_67","0.37712",0.0943765087216972,0.13547,0.079663647990229,9,7,2,11,0,7,2,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_2Specimen_RawData_5.csv","23BG_84","1.42711",0.110477102627622,0.129985,0.0994576651698549,22,16,6,28,0,16,6,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_2Specimen_RawData_6.csv","21BG_64","0.43919",0.12343814499674,0.124905,0.0329724233261676,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_2Specimen_RawData_7.csv","21BG_65","0.28197",0.0750391749839578,0.08109,0.0364109934994782,7,7,0,7,0,7,0,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_2Specimen_RawData_9.csv","21DG_70","1.38742",0.166015750810975,0.15208,0.0937721652409631,31,28,3,34,0,28,3,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223_3Specimen_RawData_1.csv","21DG_67","0.99029",0.107801806450761,0.13962,0.118667285719359,9,8,1,11,0,8,0,1,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223Specimen_RawData_1.csv","22DT_76","0.26583",0.0876631483288911,0.09328,0.0363878547420327,12,12,0,12,0,12,0,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223Specimen_RawData_10.csv","17BC_36","1.60068",0.0720373881463232,0.093085,0.0575738036494609,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223Specimen_RawData_6.csv","22BG_75","0.92771",0.28885273805517,0.26624,0.11300750629936,6,6,0,6,0,6,0,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223Specimen_RawData_7.csv","24DG_92","0.21653",9999,9999,9999,0,6,0,6,1,6,0,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223Specimen_RawData_8.csv","24DG_90","1.01062",0.184967815803553,0.22514,0.140001863082841,7,7,0,7,0,7,0,0,0,0,0,0,0
"12/23/2016",2019-04-10 17:01:18,"PV_161223Specimen_RawData_9.csv","17BC_40","2.05197",0.145917778953508,0.17211,0.0967036364902559,14,14,0,14,0,14,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_1Specimen_RawData_10.csv","13AT_3","0.34805",0.183823971106998,0.19693,0.0867705491511953,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_1Specimen_RawData_2.csv","15DT_23","0.28588",0.114344027084363,0.104555,0.0140360696065529,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_1Specimen_RawData_5.csv","22AG_78","0.26632",0.13746955251219,0.14281,0.073607388442556,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_1Specimen_RawData_6.csv","22AG_78","0.48193",0.0678921127697349,0.07983,0.102663324907489,12,10,2,17,0,10,0,1,1,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_1Specimen_RawData_7.csv","22AG_80","0.17213",0.148563183439864,0.123595,0.0358008163314749,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_1Specimen_RawData_8.csv","22AG_77","0.13139",0.0950909760676534,0.09333,0.0198720230474907,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_1Specimen_RawData_9.csv","13AT_2","0.10271",0.10408880146607,0.10328,0.0284800286750792,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_2Specimen_RawData_1.csv","11BG_84","0.83001",0.097485630412944,0.111185,0.112868006475326,8,7,1,10,0,7,0,1,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_2Specimen_RawData_4.csv","11BG_81_1","0.25816",0.130489846510449,0.11896,0.0165321565441415,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_2Specimen_RawData_5.csv","14CG_15","0.31998",0.158692449429663,0.159445,0.0431860691272853,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_2Specimen_RawData_6.csv","14CG_13","0.82696",0.0915899822211156,0.137175,0.144769384528175,6,5,1,8,0,5,0,1,0,0,0,0,0
"12/26/2016",2019-04-10 17:01:18,"PV_161226_2Specimen_RawData_7.csv","14CG_12","0.33605",0.103429970462142,0.122775,0.0937305241103452,6,5,1,7,0,5,1,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_1Specimen_RawData_10.csv","18AT_47/49","0.18800",0.112098548599547,0.11036,0.0157941761418568,4,4,0,4,1,4,0,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_1Specimen_RawData_3.csv","18_CTNT2","0.07079",0.0574519087307259,0.05111,0.00909339320605901,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_1Specimen_RawData_6.csv","18DT_47","0.09977",0.0609165698366767,0.05707,0.00551543289325507,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_1Specimen_RawData_7.csv","17CT_33","0.18647",0.149654586904855,0.10031,0.070753104525526,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_1Specimen_RawData_8.csv","17CT_36","0.72786",0.0630238218137449,0.07607,0.111371731106162,16,13,3,24,0,13,0,2,0,1,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_2Specimen_RawData_1.csv","17DG_39","1.63142",0.0823889679853608,0.13522,0.0836732668992298,13,11,2,15,0,11,2,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_2Specimen_RawData_2.csv","17DG_39","0.72575",0.0796516931939081,0.12175,0.142844762631015,9,6,3,13,0,6,2,1,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_2Specimen_RawData_3.csv","17DG_35","0.39610",0.194493015767775,0.18714,0.0385080306775959,6,6,0,6,0,6,0,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_2Specimen_RawData_4.csv","17DG_37","1.09597",0.180314373880891,0.192495,0.116230466786212,14,13,1,15,0,13,1,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_2Specimen_RawData_5.csv","3AG_24","0.03907",9999,9999,9999,0,13,1,15,1,13,1,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_2Specimen_RawData_6.csv","3AG_19","0.51913",0.0882644077844102,0.12236,0.118651405512114,5,4,1,6,1,4,1,0,0,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_2Specimen_RawData_7.csv","3AG_22","0.73679",0.0617139185075477,0.07584,0.0920005730472677,13,10,3,19,0,10,1,1,1,0,0,0,0
"1/7/2017",2019-04-10 17:01:18,"PV_170107_2Specimen_RawData_8.csv","20CG_58","0.70788",9999,9999,9999,0,10,3,19,1,10,1,1,1,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_1Specimen_RawData_1.csv","2DG_15","0.19619",0.137172387201621,0.130145,0.0100762716319083,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_1Specimen_RawData_2.csv","2DG_11","0.19822",0.0679641774890705,0.07022,0.0599352219483669,5,4,1,6,1,4,1,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_1Specimen_RawData_3.csv","20DT_UNK","0.19153",0.0626805843236015,0.097825,0.061446378453087,4,4,0,4,1,4,0,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_1Specimen_RawData_4.csv","11AT_86","0.17094",0.0876507263485031,0.09233,0.0451127066357141,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_1Specimen_RawData_6.csv","10DG_57","0.74509",0.0904249560223843,0.11064,0.106719924611531,11,7,4,15,0,7,4,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_1Specimen_RawData_7.csv","10DG_59","0.72436",0.14806995789811,0.18926,0.132228405533758,5,4,1,6,1,4,1,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_1Specimen_RawData_8.csv","10DG_no #","0.50140",0.197478100908846,0.18286,0.0494631603317055,5,5,0,5,0,5,0,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_2Specimen_RawData_1.csv","11DG_Unk2","0.18525",0.180955922417669,0.155465,0.0365503495195326,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_2Specimen_RawData_2.csv","11DG_unk1","0.74045",0.185931979694932,0.199865,0.136203702947705,6,5,1,7,0,5,1,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_2Specimen_RawData_3.csv","11DG_85","0.06319",9999,9999,9999,0,5,1,7,1,5,1,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_2Specimen_RawData_5.csv","13DG_5","0.54248",0.0730778451923235,0.08245,0.211070199913836,4,3,1,8,1,3,0,0,0,1,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_2Specimen_RawData_6.csv","13DG_unk","0.18153",0.137931636273409,0.13292,0.0192142025595652,5,5,0,5,0,5,0,0,0,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_2Specimen_RawData_7.csv","9BT_74","0.29177",0.0529418299491573,0.05582,0.0675398387620225,5,4,1,8,1,4,0,0,1,0,0,0,0
"1/8/2017",2019-04-10 17:01:18,"PV_170108_2Specimen_RawData_8.csv","9BT_74_2","0.16759",0.0632661838435394,0.07123,0.0560328591096332,3,2,1,4,1,2,1,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_1Specimen_RawData_1.csv","19DT_NT","0.07495",0.0521839688898615,0.04959,0.00371938166904124,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_1Specimen_RawData_10.csv","4DG_32","0.96321",0.178837724526026,0.17377,0.071101985907568,6,6,0,6,0,6,0,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_1Specimen_RawData_2.csv","19AG_56","0.16689",0.148265429518783,0.11338,0.0500207337011364,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_1Specimen_RawData_3.csv","14DT_NT1","0.28781",0.187172584180253,0.18192,0.0932483896911898,5,5,0,5,0,5,0,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_1Specimen_RawData_4.csv","14DT_NT2","0.34318",0.335170567999564,0.205625,0.185749880349894,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_1Specimen_RawData_6.csv","19CG_45","0.25120",0.226922544747961,0.138555,0.126706464120817,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_1Specimen_RawData_9.csv","4DG_25","0.99007",0.060086555287536,0.06969,0.0757868864916785,13,10,3,18,0,10,1,2,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_3Specimen_RawData_1.csv","4DG_31","1.04612",0.129792980842438,0.13314,0.0622513044863833,13,12,1,14,0,12,1,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_3Specimen_RawData_2.csv","13CT_6","0.10381",0.0798195807541775,0.07403,0.00830143361113007,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-10 17:01:18,"PV_170121_3Specimen_RawData_3.csv","13CT_5","0.06552",0.0515034281021818,0.05391,0.00345068109219035,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_1Specimen_RawData_1.csv","3BT_18","0.23093",0.0435077581088582,0.152055,0.155641273606971,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_1Specimen_RawData_10.csv","12DT_90","0.03407",9999,9999,9999,0,2,0,2,1,2,0,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_1Specimen_RawData_3.csv","3BT_19","0.13672",0.059322734132959,0.07118,0.0504205606209742,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_1Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2017",2019-04-10 17:01:18,"PV_170122_1Specimen_RawData_9.csv","12DT_92","0.37435",0.106075982657894,0.1195,0.0831808082232113,6,5,1,7,0,5,1,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_2Specimen_RawData_10.csv","14BT_14","0.55606",0.12780482484605,0.141265,0.0849885904527358,8,7,1,9,0,7,1,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_2Specimen_RawData_2.csv","3CT_17_run2","0.29793",0.0601899203927356,0.0696,0.123786938056216,3,2,1,5,1,2,0,1,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_2Specimen_RawData_3.csv","3CT_21","0.29249",0.111990938297214,0.12417,0.0363331477441743,4,4,0,4,1,4,0,0,0,0,0,0,0
"1/22/2017",2019-04-10 17:01:18,"PV_170122_2Specimen_RawData_4.csv","3CT_24","1.32302",0.0995870403182631,0.12162,0.0717668446362777,21,18,3,24,0,18,3,0,0,0,0,0,0
