"date","analysis_date","filename","specimen_label","max_load","dist_max","median","variance","num_threads_used","single_breaks","multiple_break_groups","total_thread_breaks","QC_flag","b1","b2","b3","b4","b5","b6","b7","b8"
"12/21/2016",2019-04-22,"PV_161221_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"12/21/2016",2019-04-22,"PV_161221_1Specimen_RawData_10.csv","24BG_96","0.59025",0.108527597649794,0.11506,0.0902944693866583,11,10,1,12,0,10,1,0,0,0,0,0,0
"12/21/2016",2019-04-22,"PV_161221_1Specimen_RawData_2.csv","23DGG_81","0.23561",0.100827662055665,0.10198,0.0354170992601032,5,5,0,5,0,5,0,0,0,0,0,0,0
"12/21/2016",2019-04-22,"PV_161221_1Specimen_RawData_5.csv","23DG_86","0.30989",0.073959138527053,0.085295,0.0843255845913129,6,4,2,8,1,4,2,0,0,0,0,0,0
"12/21/2016",2019-04-22,"PV_161221_1Specimen_RawData_6.csv","24BG_94","0.28789",0.103268943243689,0.10311,0.078259604841834,5,4,1,6,1,4,1,0,0,0,0,0,0
"12/21/2016",2019-04-22,"PV_161221_2Specimen_RawData_1.csv","24T_89","0.18898",0.0521912115949307,0.0584,0.047729214114628,5,4,1,6,1,4,1,0,0,0,0,0,0
"12/21/2016",2019-04-22,"PV_161221_2Specimen_RawData_2.csv","24T_90","1.06486",0.124047650400379,0.116565,0.0549266374357652,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_2Specimen_RawData_1.csv","17BG_38","1.53654",0.0987715796591127,0.12683,0.0950967240034612,21,17,4,25,0,17,4,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_2Specimen_RawData_10.csv","21DG_71","0.74697",0.167626433124254,0.17914,0.0991511263341639,16,15,1,17,0,15,1,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_2Specimen_RawData_2.csv","21AT_70","0.31666",0.102179408739868,0.1013,0.0535137259877399,11,10,1,12,0,10,1,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_2Specimen_RawData_3.csv","21AT_67","0.37712",0.0840258414692373,0.117885,0.0828701567044628,10,8,2,12,0,8,2,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_2Specimen_RawData_5.csv","23BG_84","1.42711",0.098205250300934,0.12415,0.101547057606385,24,18,6,31,0,18,5,1,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_2Specimen_RawData_6.csv","21BG_64","0.43919",0.12343814499674,0.124905,0.0329724233261676,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_2Specimen_RawData_7.csv","21BG_65","0.28197",0.0750391749839578,0.08109,0.0364109934994782,7,7,0,7,0,7,0,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_2Specimen_RawData_9.csv","21DG_70","1.38742",0.166015750810975,0.15208,0.0937721652409631,31,28,3,34,0,28,3,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223_3Specimen_RawData_1.csv","21DG_67","0.99029",0.107801806450761,0.13962,0.118667285719359,9,8,1,11,0,8,0,1,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223Specimen_RawData_1.csv","22DT_76","0.26583",0.0876631483288911,0.09328,0.0363878547420327,12,12,0,12,0,12,0,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223Specimen_RawData_10.csv","17BC_36","1.60068",0.0720373881463232,0.093085,0.0575738036494609,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223Specimen_RawData_3.csv","22DT_78","0.12982",9999,0.076105,0.0635194021539876,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223Specimen_RawData_6.csv","22BG_75","0.92771",0.28885273805517,0.26624,0.11300750629936,6,6,0,6,0,6,0,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223Specimen_RawData_7.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"12/23/2016",2019-04-22,"PV_161223Specimen_RawData_8.csv","24DG_90","1.01062",0.184967815803553,0.22514,0.140001863082841,7,7,0,7,0,7,0,0,0,0,0,0,0
"12/23/2016",2019-04-22,"PV_161223Specimen_RawData_9.csv","17BC_40","2.05197",0.145917778953508,0.17211,0.0967036364902559,14,14,0,14,0,14,0,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"12/26/2016",2019-04-22,"PV_161226_1Specimen_RawData_10.csv","13AT_3","0.34805",0.180274701424006,0.18085,0.104571738868587,5,5,0,5,0,5,0,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_1Specimen_RawData_2.csv","15DT_23","0.28588",0.0970148339985301,0.104555,0.0841433471325373,4,3,1,5,1,3,1,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_1Specimen_RawData_5.csv","22AG_78","0.26632",0.13746955251219,0.14281,0.073607388442556,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_1Specimen_RawData_6.csv","22AG_78","0.48193",0.0712848905056912,0.08149,0.0986423385656094,13,11,2,18,0,11,0,1,1,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_1Specimen_RawData_7.csv","22AG_80","0.17213",9999,0.123595,0.0358008163314749,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_1Specimen_RawData_8.csv","22AG_77","0.13139",0.0950909760676534,0.09333,0.0198720230474907,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_1Specimen_RawData_9.csv","13AT_2","0.10271",0.10408880146607,0.10328,0.0284800286750792,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_2Specimen_RawData_1.csv","11BG_84","0.83001",0.102480515807337,0.12592,0.124830166737763,9,7,2,12,0,7,1,1,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_2Specimen_RawData_2.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"12/26/2016",2019-04-22,"PV_161226_2Specimen_RawData_4.csv","11BG_81_1","0.25816",0.118569638998313,0.10727,0.0488879559128149,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_2Specimen_RawData_5.csv","14CG_15","0.31998",0.166288928266929,0.16476,0.0420554803800884,5,5,0,5,0,5,0,0,0,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_2Specimen_RawData_6.csv","14CG_13","0.82696",0.0774209594258574,0.09095,0.142619695627751,7,5,2,11,0,5,1,0,1,0,0,0,0
"12/26/2016",2019-04-22,"PV_161226_2Specimen_RawData_7.csv","14CG_12","0.33605",0.09216488283097,0.1212,0.0956185033896483,7,6,1,8,0,6,1,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_1Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/7/2017",2019-04-22,"PV_170107_1Specimen_RawData_10.csv","18AT_47/49","0.18800",0.112098548599547,0.11036,0.0157941761418568,4,4,0,4,1,4,0,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_1Specimen_RawData_3.csv","18_CTNT2","0.07079",9999,0.05111,0.00909339320605901,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_1Specimen_RawData_4.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/7/2017",2019-04-22,"PV_170107_1Specimen_RawData_6.csv","18DT_47","0.09977",0.0570226188953541,0.05317,0.0136018981518512,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_1Specimen_RawData_7.csv","17CT_33","0.18647",9999,0.10031,0.070753104525526,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_1Specimen_RawData_8.csv","17CT_36","0.72786",0.0630238218137449,0.07607,0.111371731106162,16,13,3,24,0,13,0,2,0,1,0,0,0
"1/7/2017",2019-04-22,"PV_170107_2Specimen_RawData_1.csv","17DG_39","1.63142",0.0735341084905864,0.118185,0.0852429602036773,14,12,2,16,0,12,2,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_2Specimen_RawData_2.csv","17DG_39","0.72575",0.0796516931939081,0.12175,0.142844762631015,9,6,3,13,0,6,2,1,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_2Specimen_RawData_3.csv","17DG_35","0.39610",0.191464034081942,0.17899,0.0637647088540213,7,7,0,7,0,7,0,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_2Specimen_RawData_4.csv","17DG_37","1.09597",0.0759925527188257,0.16653,0.122461863412416,17,15,2,19,0,15,2,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_2Specimen_RawData_5.csv","3AG_24","0.03907",9999,NA,NA,0,15,2,19,1,15,2,0,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_2Specimen_RawData_6.csv","3AG_19","0.51913",0.0647169755736384,0.092395,0.116033525844904,6,5,1,8,0,5,0,1,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_2Specimen_RawData_7.csv","3AG_22","0.73679",0.0676197191929741,0.092305,0.0934161350510649,12,10,2,15,0,10,1,1,0,0,0,0,0
"1/7/2017",2019-04-22,"PV_170107_2Specimen_RawData_8.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/8/2017",2019-04-22,"PV_170108_0Specimen_RawData_3.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/8/2017",2019-04-22,"PV_170108_1Specimen_RawData_1.csv","2DG_15","0.19619",9999,0.130145,0.0100762716319083,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_1Specimen_RawData_2.csv","2DG_11","0.19822",0.0605746422666826,0.065155,0.0579348119009633,6,5,1,7,0,5,1,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_1Specimen_RawData_3.csv","20DT_UNK","0.19153",0.0510313370986527,0.05902,0.0530578916792257,9,6,3,12,0,6,3,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_1Specimen_RawData_4.csv","11AT_86","0.17094",0.0870807473401232,0.087645,0.0548190739311297,4,4,0,4,1,4,0,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_1Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/8/2017",2019-04-22,"PV_170108_1Specimen_RawData_6.csv","10DG_57","0.74509",0.0708092278431117,0.10502,0.107153960583272,14,10,4,20,0,10,2,2,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_1Specimen_RawData_7.csv","10DG_59","0.72436",0.113488593677421,0.160255,0.140117698156467,6,5,1,7,0,5,1,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_1Specimen_RawData_8.csv","10DG_no #","0.50140",0.188895766130188,0.16254,0.0733156258015075,6,6,0,6,0,6,0,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_2Specimen_RawData_1.csv","11DG_Unk2","0.18525",0.154122356869425,0.12962,0.0768282528327524,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_2Specimen_RawData_2.csv","11DG_unk1","0.74045",0.18142929612125,0.19661,0.144322558973195,7,6,1,8,0,6,1,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_2Specimen_RawData_3.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/8/2017",2019-04-22,"PV_170108_2Specimen_RawData_5.csv","13DG_5","0.54248",0.0572049677346146,0.06426,0.194204127350579,5,4,1,11,1,4,0,0,0,0,0,1,0
"1/8/2017",2019-04-22,"PV_170108_2Specimen_RawData_6.csv","13DG_unk","0.18153",0.137931636273409,0.13292,0.0192142025595652,5,5,0,5,0,5,0,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_2Specimen_RawData_7.csv","9BT_74","0.29177",0.0529418299491573,0.05582,0.0675398387620225,5,4,1,8,1,4,0,0,1,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_2Specimen_RawData_8.csv","9BT_74_2","0.16759",0.0632661838435394,0.07123,0.0560328591096332,3,2,1,4,1,2,1,0,0,0,0,0,0
"1/8/2017",2019-04-22,"PV_170108_2Specimen_RawData_9.csv","9BT_78","0.08908",9999,0.044875,0.01713319730815,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_1Specimen_RawData_1.csv","19DT_NT","0.07495",9999,0.04959,0.00371938166904124,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_1Specimen_RawData_10.csv","4DG_32","0.96321",0.163183471685424,0.1721,0.0825292951739245,7,7,0,7,0,7,0,0,0,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_1Specimen_RawData_2.csv","19AG_56","0.16689",9999,0.11338,0.0500207337011364,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_1Specimen_RawData_3.csv","14DT_NT1","0.28781",0.0702980895135492,0.133955,0.0969066259860491,6,5,1,7,0,5,1,0,0,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_1Specimen_RawData_4.csv","14DT_NT2","0.34318",0.0563469825785686,0.07428,0.163788168376107,3,2,1,6,1,2,0,0,1,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_1Specimen_RawData_6.csv","19CG_45","0.25120",0.0408992414753225,0.04896,0.10877097146451,3,2,1,6,1,2,0,0,1,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_1Specimen_RawData_9.csv","4DG_25","0.99007",0.060086555287536,0.06969,0.0757868864916785,13,10,3,18,0,10,1,2,0,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_3Specimen_RawData_1.csv","4DG_31","1.04612",0.127834079463904,0.12086,0.0669887765866151,15,14,1,16,0,14,1,0,0,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_3Specimen_RawData_2.csv","13CT_6","0.10381",0.0738007220559117,0.06816,0.0210592149268042,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/21/2017",2019-04-22,"PV_170121_3Specimen_RawData_3.csv","13CT_5","0.06552",9999,0.05391,0.00345068109219035,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_1Specimen_RawData_1.csv","3BT_18","0.23093",0.0629833896639895,0.07742,0.101195637381263,4,3,1,6,1,3,0,1,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_1Specimen_RawData_10.csv","12DT_90","0.03407",9999,NA,NA,0,3,1,6,1,3,0,1,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_1Specimen_RawData_3.csv","3BT_19","0.13672",0.059322734132959,0.07118,0.0504205606209742,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_1Specimen_RawData_4.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2017",2019-04-22,"PV_170122_1Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2017",2019-04-22,"PV_170122_1Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2017",2019-04-22,"PV_170122_1Specimen_RawData_9.csv","12DT_92","0.37435",0.101158860429314,0.1088,0.0878853813619925,7,6,1,8,0,6,1,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_1.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_10.csv","14BT_14","0.55606",0.076393710199797,0.10808,0.091894336303697,12,10,2,15,0,10,1,1,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_2.csv","3CT_17_run2","0.29793",0.0783025603996197,0.10653,0.101266111804493,4,3,1,5,1,3,1,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_3.csv","3CT_21","0.29249",0.109761422550739,0.10953,0.055206735368069,5,5,0,5,0,5,0,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_4.csv","3CT_24","1.32302",0.0942866055201357,0.11275,0.0751360009130216,23,20,3,26,0,20,3,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_5.csv","12CG_94","0.94534",0.0660254063922591,0.128545,0.1038923333713,12,9,3,15,0,9,3,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_6.csv","3CT_94","1.27545",0.140432256329189,0.17322,0.0697212756403888,13,13,0,13,0,13,0,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_8.csv","12CG_91","0.23598",9999,0.10482,0.0285671139599365,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/22/2017",2019-04-22,"PV_170122_2Specimen_RawData_9.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_1.csv","10BG_Unk1","0.11691",9999,0.080295,0.0624870262534552,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_10.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_2.csv","10BG_Unk2","0.64592",0.188283238297667,0.20893,0.107526215780153,5,5,0,5,0,5,0,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_4.csv","9AG_77","1.58650",0.0882433808492542,0.18041,0.111857074005179,20,18,2,22,0,18,2,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_6.csv","9AG_79","0.58789",0.0970421993753769,0.13069,0.0829588334338,12,9,3,15,0,9,3,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_7.csv","9DT_73","0.29008",0.146639850517672,0.136565,0.0381537079019414,6,6,0,6,0,6,0,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_8.csv","9AG_76","0.27510",0.0386661768834633,0.080285,0.0649001165895203,4,3,1,5,1,3,1,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_1Specimen_RawData_9.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/12/2017",2019-04-22,"PV_170212_2Specimen_RawData_1.csv","12BT_91","0.13297",0.0437787694851822,0.05673,0.0472596131314396,3,2,1,4,1,2,1,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_2Specimen_RawData_10.csv","14AG_70","1.15301",0.0781822931387463,0.102825,0.140645139724606,26,18,8,42,0,18,3,2,3,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_2Specimen_RawData_2.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/12/2017",2019-04-22,"PV_170212_2Specimen_RawData_3.csv","9CG_75_run2","0.46556",0.0923846921034173,0.0958,0.197136913421443,3,2,1,6,1,2,0,0,1,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_2Specimen_RawData_5.csv","9CG_78","0.35192",0.037330212099295,0.03873,0.014998469921962,3,3,0,3,1,3,0,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_2Specimen_RawData_6.csv","9CG_76","0.71948",9999,0.09731,0.0934229479303667,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_2Specimen_RawData_8.csv","14AG_11","0.25222",0.0804477879730994,0.10092,0.0675949783021392,4,3,1,5,1,3,1,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_2Specimen_RawData_9.csv","14AG_Unk","0.65532",0.204297526648034,0.201645,0.0707735750199968,10,10,0,10,0,10,0,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_3Specimen_RawData_1.csv","13BG_8","0.33378",0.06468243871753,0.09934,0.09066299828013,7,5,2,9,0,5,2,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_3Specimen_RawData_3.csv","13BG_2","0.49497",0.169394347045571,0.173235,0.10370711849563,6,5,1,7,0,5,1,0,0,0,0,0,0
"2/12/2017",2019-04-22,"PV_170212_3Specimen_RawData_5.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"2/12/2017",2019-04-22,"PV_170212_3Specimen_RawData_6.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
