"date","analysis_date","filename","specimen_label","max_load","dist_max","median","variance","num_threads_used","single_breaks","multiple_break_groups","total_thread_breaks","QC_flag","b1","b2","b3","b4","b5","b6","b7","b8"
"12/18/2016",2019-04-24,"PV_161218Specimen_RawData_6.csv","17AT_40","0.55607",0.0415820241467978,0.06282,0.106175413153915,27,21,6,44,0,21,2,0,1,3,0,0,0
"12/18/2016",2019-04-24,"PV_161218Specimen_RawData_7.csv","17AT_35","0.28481",0.253785197705853,0.15265,0.145013458685737,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/18/2016",2019-04-24,"PV_161218Specimen_RawData_9.csv","16CT_29_run2","0.16028",0.0549910155609286,0.08067,0.0710249704916048,3,2,1,4,1,2,1,0,0,0,0,0,0
"12/21/2016",2019-04-24,"PV_161221_1Specimen_RawData_1.csv","16BG_32","0.13547",0.136499090398972,0.07524,0.0878368043589929,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/21/2016",2019-04-24,"PV_161221_1Specimen_RawData_10.csv","24BG_96","0.59025",0.0667952894460831,0.1056,0.0951042915366143,14,12,2,17,0,12,1,1,0,0,0,0,0
"12/21/2016",2019-04-24,"PV_161221_1Specimen_RawData_2.csv","23DGG_81","0.23561",0.0886877193758573,0.08167,0.0507640922493918,7,6,1,8,0,6,1,0,0,0,0,0,0
"12/21/2016",2019-04-24,"PV_161221_1Specimen_RawData_5.csv","23DG_86","0.30989",0.0657502646508808,0.07952,0.085465499639161,7,5,2,9,0,5,2,0,0,0,0,0,0
"12/21/2016",2019-04-24,"PV_161221_1Specimen_RawData_6.csv","24BG_94","0.28789",0.041747100088462,0.0951,0.0822552238317971,7,6,1,8,0,6,1,0,0,0,0,0,0
"12/21/2016",2019-04-24,"PV_161221_2Specimen_RawData_1.csv","24T_89","0.18898",0.0521912115949307,0.0584,0.047729214114628,5,4,1,6,1,4,1,0,0,0,0,0,0
"12/21/2016",2019-04-24,"PV_161221_2Specimen_RawData_2.csv","24T_90","1.06486",0.118854351452746,0.10198,0.0615993236164165,5,5,0,5,0,5,0,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_2Specimen_RawData_1.csv","17BG_38","1.53654",0.0688996047671541,0.114525,0.102748070793792,26,22,4,30,0,22,4,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_2Specimen_RawData_10.csv","21DG_71","0.74697",0.170318417638699,0.16674,0.0937909508631271,15,14,1,16,0,14,1,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_2Specimen_RawData_2.csv","21AT_70","0.31666",0.102179408739868,0.1013,0.0535137259877399,11,10,1,12,0,10,1,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_2Specimen_RawData_3.csv","21AT_67","0.37712",0.0840258414692373,0.117885,0.0828701567044628,10,8,2,12,0,8,2,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_2Specimen_RawData_5.csv","23BG_84","1.42711",0.098205250300934,0.12415,0.101547057606385,24,18,6,31,0,18,5,1,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_2Specimen_RawData_6.csv","21BG_64","0.43919",0.12343814499674,0.124905,0.0329724233261676,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_2Specimen_RawData_7.csv","21BG_65","0.28197",0.0750391749839578,0.08109,0.0364109934994782,7,7,0,7,0,7,0,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_2Specimen_RawData_9.csv","21DG_70","1.38742",0.162447233619267,0.14779,0.0979554702557764,33,30,3,36,0,30,3,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223_3Specimen_RawData_1.csv","21DG_67","0.99029",0.081257064441129,0.11177,0.124446466351089,11,8,3,15,0,8,2,1,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223Specimen_RawData_1.csv","22DT_76","0.26583",0.0864027968849936,0.08579,0.0468023373754936,15,13,2,17,0,13,2,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223Specimen_RawData_10.csv","17BC_36","1.60068",0.0542204264925733,0.06772,0.063227920019561,5,4,1,6,1,4,1,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223Specimen_RawData_3.csv","22DT_78","0.12982",0.0284505345792711,0.03119,0.0537553274879182,3,2,1,6,1,2,0,0,1,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223Specimen_RawData_6.csv","22BG_75","0.92771",0.0300400737581565,0.05024,0.132643862983829,11,6,5,29,0,6,1,0,1,1,2,0,0
"12/23/2016",2019-04-24,"PV_161223Specimen_RawData_7.csv","24DG_92","0.21653",9999,0.23787,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223Specimen_RawData_8.csv","24DG_90","1.01062",0.121838652165218,0.16859,0.158377264975473,9,7,2,11,0,7,2,0,0,0,0,0,0
"12/23/2016",2019-04-24,"PV_161223Specimen_RawData_9.csv","17BC_40","2.05197",0.132278169520317,0.14812,0.114265659616733,18,14,4,22,0,14,4,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_1Specimen_RawData_1.csv","15DT_27","0.05819",9999,0.05663,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_1Specimen_RawData_10.csv","13AT_3","0.34805",0.0309308002569562,0.074275,0.120178927132779,8,5,3,14,0,5,1,1,1,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_1Specimen_RawData_2.csv","15DT_23","0.28588",0.0970148339985301,0.104555,0.0841433471325373,4,3,1,5,1,3,1,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_1Specimen_RawData_5.csv","22AG_78","0.26632",0.13746955251219,0.14281,0.073607388442556,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_1Specimen_RawData_6.csv","22AG_78","0.48193",0.0668238487695912,0.072345,0.0977572495841101,16,14,2,22,0,14,0,1,0,1,0,0,0
"12/26/2016",2019-04-24,"PV_161226_1Specimen_RawData_7.csv","22AG_80","0.17213",0.148563183439864,0.123595,0.0358008163314749,2,2,0,2,1,2,0,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_1Specimen_RawData_8.csv","22AG_77","0.13139",0.0950909760676534,0.09333,0.0198720230474907,3,3,0,3,1,3,0,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_1Specimen_RawData_9.csv","13AT_2","0.10271",0.0943425422652091,0.07896,0.0432977509038672,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_2Specimen_RawData_1.csv","11BG_84","0.83001",0.0652831775299289,0.09063,0.126613172629602,13,11,2,18,0,11,0,1,1,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_2Specimen_RawData_2.csv","11BG_81_2","0.14144",9999,0.12433,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_2Specimen_RawData_4.csv","11BG_81_1","0.25816",0.0383017304912377,0.072005,0.0514564277649871,4,4,0,4,1,4,0,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_2Specimen_RawData_5.csv","14CG_15","0.31998",0.171120414873177,0.13335,0.0869062012829267,8,8,0,8,0,8,0,0,0,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_2Specimen_RawData_6.csv","14CG_13","0.82696",0.0647400095141109,0.090045,0.141892854943188,8,6,2,12,0,6,1,0,1,0,0,0,0
"12/26/2016",2019-04-24,"PV_161226_2Specimen_RawData_7.csv","14CG_12","0.33605",0.0459133452425979,0.078835,0.0988476195689327,10,8,2,14,0,8,1,0,1,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_1Specimen_RawData_1.csv","18CT_45","0.05629",0.0465094365397633,0.03567,0.0155422070504803,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_1Specimen_RawData_10.csv","18AT_47/49","0.18800",0.110946613234314,0.1091,0.0402224723258031,5,5,0,5,0,5,0,0,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_1Specimen_RawData_3.csv","18_CTNT2","0.07079",0.0574519087307259,0.05111,0.00909339320605901,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_1Specimen_RawData_4.csv","18DT_44","0.20391",9999,0.21552,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_1Specimen_RawData_6.csv","18DT_47","0.09977",0.0570226188953541,0.05317,0.0136018981518512,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_1Specimen_RawData_7.csv","17CT_33","0.18647",0.149654586904855,0.10031,0.070753104525526,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_1Specimen_RawData_8.csv","17CT_36","0.72786",0.0630238218137449,0.07607,0.111371731106162,16,13,3,24,0,13,0,2,0,1,0,0,0
"1/7/2017",2019-04-24,"PV_170107_2Specimen_RawData_1.csv","17DG_39","1.63142",0.0444790098051313,0.081695,0.0904774854184568,18,12,6,26,0,12,4,2,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_2Specimen_RawData_2.csv","17DG_39","0.72575",0.0499803219430845,0.07918,0.14290103087982,12,8,4,23,0,8,1,0,2,1,0,0,0
"1/7/2017",2019-04-24,"PV_170107_2Specimen_RawData_3.csv","17DG_35","0.39610",0.191464034081942,0.17899,0.0637647088540213,7,7,0,7,0,7,0,0,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_2Specimen_RawData_4.csv","17DG_37","1.09597",0.0434948812068375,0.080295,0.126538090910598,22,13,9,39,0,13,5,1,2,1,0,0,0
"1/7/2017",2019-04-24,"PV_170107_2Specimen_RawData_5.csv","3AG_24","0.03907",9999,0.02468,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_2Specimen_RawData_6.csv","3AG_19","0.51913",0.0647169755736384,0.092395,0.116033525844904,6,5,1,8,0,5,0,1,0,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_2Specimen_RawData_7.csv","3AG_22","0.73679",0.054586706335095,0.069035,0.0936766610459899,14,11,3,20,0,11,1,1,1,0,0,0,0
"1/7/2017",2019-04-24,"PV_170107_2Specimen_RawData_8.csv","20CG_58","0.70788",9999,0.03856,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_0Specimen_RawData_3.csv","20CG_63","0.05759",9999,0.04419,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_1Specimen_RawData_1.csv","2DG_15","0.19619",0.0310398639022422,0.074195,0.0612196455396468,4,4,0,4,1,4,0,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_1Specimen_RawData_2.csv","2DG_11","0.19822",0.0605746422666826,0.065155,0.0579348119009633,6,5,1,7,0,5,1,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_1Specimen_RawData_3.csv","20DT_UNK","0.19153",0.0363903561482556,0.04669,0.0535364240254791,13,10,3,17,0,10,2,1,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_1Specimen_RawData_4.csv","11AT_86","0.17094",0.0740296197935055,0.08296,0.0580351106658719,5,4,1,6,1,4,1,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_1Specimen_RawData_5.csv","11AT_NL","0.06823",9999,0.05304,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_1Specimen_RawData_6.csv","10DG_57","0.74509",0.0343751444123249,0.05288,0.104113777152606,19,11,8,40,0,11,4,0,1,1,2,0,0
"1/8/2017",2019-04-24,"PV_170108_1Specimen_RawData_7.csv","10DG_59","0.72436",0.0258372687546252,0.029325,0.130296613676665,12,7,5,34,0,7,1,0,1,1,0,0,2
"1/8/2017",2019-04-24,"PV_170108_1Specimen_RawData_8.csv","10DG_no #","0.50140",0.188895766130188,0.16254,0.0733156258015075,6,6,0,6,0,6,0,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_2Specimen_RawData_1.csv","11DG_Unk2","0.18525",0.154122356869425,0.12962,0.0768282528327524,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_2Specimen_RawData_2.csv","11DG_unk1","0.74045",0.0656733858533187,0.126305,0.148719457327472,10,8,2,13,0,8,1,1,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_2Specimen_RawData_3.csv","11DG_85","0.06319",9999,0.03147,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_2Specimen_RawData_5.csv","13DG_5","0.54248",0.048386586403542,0.060945,0.181601421552806,6,4,2,13,1,4,1,0,0,0,0,1,0
"1/8/2017",2019-04-24,"PV_170108_2Specimen_RawData_6.csv","13DG_unk","0.18153",0.128010118283334,0.09862,0.0562105080132809,9,9,0,9,0,9,0,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_2Specimen_RawData_7.csv","9BT_74","0.29177",0.0529418299491573,0.05582,0.0675398387620225,5,4,1,8,1,4,0,0,1,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_2Specimen_RawData_8.csv","9BT_74_2","0.16759",0.0541951332063047,0.062945,0.0575636612079762,4,3,1,5,1,3,1,0,0,0,0,0,0
"1/8/2017",2019-04-24,"PV_170108_2Specimen_RawData_9.csv","9BT_78","0.08908",0.0248494925198339,0.03276,0.0211204553296877,3,2,1,4,1,2,1,0,0,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_1Specimen_RawData_1.csv","19DT_NT","0.07495",0.0521839688898615,0.04959,0.00371938166904124,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_1Specimen_RawData_10.csv","4DG_32","0.96321",0.163183471685424,0.1721,0.0825292951739245,7,7,0,7,0,7,0,0,0,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_1Specimen_RawData_2.csv","19AG_56","0.16689",0.0548642050583894,0.07801,0.0620863245811829,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_1Specimen_RawData_3.csv","14DT_NT1","0.28781",0.0264729255732512,0.03114,0.0896362467733118,12,8,4,28,0,8,1,0,0,2,0,0,1
"1/21/2017",2019-04-24,"PV_170121_1Specimen_RawData_4.csv","14DT_NT2","0.34318",0.0563469825785686,0.07428,0.163788168376107,3,2,1,6,1,2,0,0,1,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_1Specimen_RawData_6.csv","19CG_45","0.25120",0.0408992414753225,0.04896,0.10877097146451,3,2,1,6,1,2,0,0,1,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_1Specimen_RawData_9.csv","4DG_25","0.99007",0.0574111408118573,0.06869,0.0764410932003875,14,11,3,20,0,11,1,1,1,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_3Specimen_RawData_1.csv","4DG_31","1.04612",0.0494846837992525,0.11689,0.0716579181670066,17,16,1,18,0,16,1,0,0,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_3Specimen_RawData_2.csv","13CT_6","0.10381",0.0673636366860448,0.05358,0.0285104149098769,4,4,0,4,1,4,0,0,0,0,0,0,0
"1/21/2017",2019-04-24,"PV_170121_3Specimen_RawData_3.csv","13CT_5","0.06552",0.0537845786251865,0.05147,0.0147581039884307,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_1Specimen_RawData_1.csv","3BT_18","0.23093",0.0490342022023855,0.05589,0.0296939898520447,3,3,0,3,1,3,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_1Specimen_RawData_10.csv","12DT_90","0.03407",0.0295798599078689,0.02741,0.00311126983722081,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_1Specimen_RawData_3.csv","3BT_19","0.13672",0.0462481779404322,0.05876,0.0516290599694913,4,3,1,5,1,3,1,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_1Specimen_RawData_4.csv","18BG_42","0.08799",9999,0.0919,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_1Specimen_RawData_5.csv","18BG_43","0.06172",9999,0.02754,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_1Specimen_RawData_6.csv","18BG_48","0.13923",0.1371401977386,0.08388,0.0763675323681471,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_1Specimen_RawData_9.csv","12DT_92","0.37435",0.101158860429314,0.1088,0.0878853813619925,7,6,1,8,0,6,1,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_1.csv","3CT_17","0.70951",0.253851822645319,0.139515,0.163942707218101,2,2,0,2,1,2,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_10.csv","14BT_14","0.55606",0.0450814721282339,0.07749,0.0924227633112927,15,12,3,21,0,12,1,1,1,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_2.csv","3CT_17_run2","0.29793",0.0554721656466166,0.0696,0.0994623563465093,5,4,1,7,1,4,0,1,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_3.csv","3CT_21","0.29249",0.109761422550739,0.10953,0.055206735368069,5,5,0,5,0,5,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_4.csv","3CT_24","1.32302",0.0918409303318358,0.109925,0.0773905428150633,24,18,6,30,0,18,6,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_5.csv","12CG_94","0.94534",0.0335842690957148,0.04601,0.102845452167889,17,10,7,36,0,10,3,1,0,2,0,1,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_6.csv","3CT_94","1.27545",0.14254380450727,0.160445,0.0795382643694285,14,14,0,14,0,14,0,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_8.csv","12CG_91","0.23598",0.026989118569162,0.051325,0.0534231662452411,4,3,1,5,1,3,1,0,0,0,0,0,0
"1/22/2017",2019-04-24,"PV_170122_2Specimen_RawData_9.csv","14BT_10","0.08602",9999,0.0429,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_1.csv","10BG_Unk1","0.11691",0.123874663649631,0.080295,0.0624870262534552,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_10.csv","12BT_95","0.39216",0.404984867506162,0.216715,0.269952155853588,2,2,0,2,1,2,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_2.csv","10BG_Unk2","0.64592",0.0920893724236465,0.12363,0.126435873130555,7,6,1,9,0,6,0,1,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_4.csv","9AG_77","1.58650",0.07678682258714,0.141515,0.115330546713327,22,20,2,25,0,20,1,1,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_5.csv","9AG_80","0.51878",9999,0.36388,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_6.csv","9AG_79","0.58789",0.0896582543524268,0.13011,0.0879840134954597,13,10,3,16,0,10,3,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_7.csv","9DT_73","0.29008",0.141865764679283,0.13548,0.051939605312324,7,7,0,7,0,7,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_8.csv","9AG_76","0.27510",0.0386661768834633,0.080285,0.0649001165895203,4,3,1,5,1,3,1,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_1Specimen_RawData_9.csv","9DG_77","0.07952",9999,0.08552,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_2Specimen_RawData_1.csv","12BT_91","0.13297",0.0360690187021443,0.043405,0.0437260616413903,4,3,1,5,1,3,1,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_2Specimen_RawData_10.csv","14AG_70","1.15301",0.057082780084432,0.09287,0.140618651173482,31,23,8,50,0,23,3,0,4,1,0,0,0
"2/12/2017",2019-04-24,"PV_170212_2Specimen_RawData_2.csv","9CG_75","0.27909",9999,0.05349,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_2Specimen_RawData_3.csv","9CG_75_run2","0.46556",0.0923846921034173,0.0958,0.197136913421443,3,2,1,6,1,2,0,0,1,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_2Specimen_RawData_5.csv","9CG_78","0.35192",0.0359544852947255,0.037395,0.0154166346846515,4,3,1,5,1,3,1,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_2Specimen_RawData_6.csv","9CG_76","0.71948",0.0276212838684513,0.03125,0.0784655474290044,3,2,1,7,1,2,0,0,0,1,0,0,0
"2/12/2017",2019-04-24,"PV_170212_2Specimen_RawData_8.csv","14AG_11","0.25222",0.060598904818729,0.08009,0.0712219232399687,5,4,1,6,1,4,1,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_2Specimen_RawData_9.csv","14AG_Unk","0.65532",0.203373103344396,0.19333,0.0841531020332476,11,11,0,11,0,11,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_3Specimen_RawData_1.csv","13BG_8","0.33378",0.0430704129831465,0.06455,0.0925183425657373,9,6,3,14,0,6,1,2,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_3Specimen_RawData_3.csv","13BG_2","0.49497",0.169394347045571,0.173235,0.10370711849563,6,5,1,7,0,5,1,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_3Specimen_RawData_5.csv","5AG_40","0.07374",9999,0.05258,NA,1,1,0,1,1,1,0,0,0,0,0,0,0
"2/12/2017",2019-04-24,"PV_170212_3Specimen_RawData_6.csv","5AG_30","0.15115",0.104394802711191,0.062265,0.0604081323167667,2,1,1,3,1,1,1,0,0,0,0,0,0
